UMAP1,UMAP2
16.946163,3.7785454
16.904276,3.7728343
16.878586,3.8080192
16.774715,3.7636085
16.74168,3.7804823
16.719671,3.7788026
16.706656,3.7776911
16.6293,3.7769887
16.569567,3.7674801
16.502594,3.782125
16.480825,3.7754593
16.413668,3.7602355
16.330599,3.7527056
16.297373,3.7488673
16.206493,3.7368333
16.098877,3.7279723
16.060163,3.7204173
16.034534,3.7208135
15.952755,3.7121398
15.861277,3.7044568
15.774946,3.6788728
15.70672,3.6771266
15.643022,3.6719131
15.558247,3.6596386
15.444056,3.637743
15.436524,3.6198673
15.351126,3.6098046
15.255541,3.599557
15.216714,3.59332
15.05145,3.5562356
14.9604,3.5316315
14.903434,3.5203457
14.760093,3.4909317
14.685188,3.4762983
14.5766735,3.4498045
14.498413,3.4350376
14.39542,3.4196835
14.325287,3.4084778
14.256907,3.3991866
14.157032,3.3754182
14.0633955,3.3674111
14.04956,3.3644702
13.938917,3.3501844
13.902827,3.330082
13.730173,3.3202646
13.4487505,3.2707071
13.370057,3.265896
13.314027,3.2496135
13.2201805,3.2287328
13.272637,3.2481005
13.073259,3.1922998
13.034614,3.2073863
12.905919,3.1428313
12.790287,3.1079237
12.695269,3.0737548
12.652201,3.05967
12.613689,3.0476055
12.529603,3.0158577
12.44065,2.9715075
12.351211,2.9367485
12.302711,2.911903
12.277209,2.9314039
12.180981,2.8640952
12.075395,2.8036094
11.976086,2.7497919
11.902901,2.7102783
11.833383,2.6607301
11.770384,2.6363795
11.647416,2.5609636
11.612607,2.5453172
11.57623,2.5205367
11.508078,2.4759731
11.469563,2.4639037
11.384484,2.4170284
11.300366,2.3617892
11.240296,2.3223
11.109566,2.2627008
11.080022,2.2489133
11.069118,2.2434745
11.032323,2.2228463
10.971223,2.2122812
10.890441,2.154588
10.747587,2.08655
10.7424965,2.085698
10.69395,2.0567894
10.659437,2.0332785
10.629849,2.018275
10.58254,1.9909416
10.578817,1.9884783
10.508196,1.9518853
10.495461,1.936825
10.472405,1.9104793
10.446678,1.9033153
10.426613,1.8976231
10.384797,1.8780524
10.3717575,1.8544436
10.359983,1.8505327
10.329485,1.8216952
10.309554,1.7978795
10.303727,1.7906816
10.284181,1.7684406
10.285682,1.7675573
10.260454,1.7283976
10.244154,1.7111771
10.246658,1.7076293
10.247532,1.6967224
10.248599,1.6879452
10.25042,1.682414
10.252321,1.6765468
10.260531,1.6665845
10.2650175,1.6641032
10.266433,1.6512746
10.273706,1.6543587
10.298383,1.6463288
10.297797,1.643917
10.331106,1.6451749
10.338956,1.6444724
10.348466,1.6464146
10.353959,1.6474502
10.399844,1.6495141
10.416483,1.6452336
10.442653,1.6537479
10.467043,1.659151
10.516006,1.6713535
10.516342,1.6690482
10.555316,1.6785237
10.610909,1.685231
10.618587,1.6958852
10.617898,1.6945957
10.633527,1.695883
10.674363,1.7067792
10.691799,1.7151808
10.7248,1.7238052
10.775081,1.7410632
10.784943,1.7456492
10.779286,1.7382432
10.868473,1.7806897
10.926016,1.8046755
10.954204,1.8148007
10.993502,1.8326571
11.006971,1.8379185
11.019308,1.8443395
11.080614,1.8708493
11.125076,1.8868574
11.136567,1.8919017
11.20686,1.9313331
11.231596,1.9248885
11.248403,1.9391129
11.263081,1.9442157
11.276042,1.9487287
11.325682,1.962405
11.358849,1.9882498
11.40745,2.0115075
11.430125,2.0194206
11.447527,2.0289392
11.467835,2.0361104
11.486474,2.0423906
11.513389,2.0592802
11.515662,2.060996
11.530851,2.0643241
11.576334,2.0843165
11.579865,2.0835986
11.624144,2.1147943
11.628516,2.1177928
11.652872,2.1352997
11.66517,2.1484122
11.725207,2.1969755
11.760532,2.1958013
11.773411,2.1953914
11.792138,2.200835
11.785,2.1999855
11.829027,2.2138462
11.867481,2.237209
11.8659115,2.2228115
11.878452,2.2229419
11.90639,2.2357938
11.944124,2.254145
11.961301,2.2506418
11.99908,2.264896
12.007217,2.2426026
12.013039,2.2653642
12.045447,2.2692673
12.058691,2.270968
12.078442,2.2503765
12.104025,2.269465
12.103201,2.272534
12.133944,2.266821
12.152268,2.2643495
12.156295,2.2625797
12.190102,2.2609692
12.1951685,2.2574472
12.224896,2.241162
12.235343,2.2353795
12.246283,2.2332897
12.264525,2.220656
12.274483,2.2105038
12.280468,2.2057989
12.307531,2.1779938
12.313697,2.1713743
12.332655,2.1401958
12.347097,2.1191077
12.347151,2.1271002
12.356642,2.0774045
12.357972,2.0585876
12.360267,2.0577722
12.365489,2.0344543
12.356976,2.0258403
12.357901,2.020421
12.346394,1.9821007
12.345402,1.9838334
12.346458,1.9647195
12.351259,1.9190259
12.330685,1.9414508
12.320937,1.9232036
12.311529,1.9014708
12.293702,1.8843441
12.279124,1.8644106
12.27618,1.8585358
12.260443,1.8393658
12.254013,1.8285639
12.232262,1.7808331
12.226381,1.802534
12.201325,1.7808337
12.179521,1.7589602
12.148591,1.7358793
12.115054,1.7112381
12.090409,1.6853961
12.068278,1.6727697
12.029929,1.6119032
12.011662,1.6353219
12.015429,1.6350521
11.9707985,1.6114181
11.959939,1.6008785
11.928908,1.564119
11.899412,1.57215
11.825155,1.53873
11.794156,1.5267528
11.777773,1.5224466
11.769266,1.5176678
11.753642,1.5085193
11.6940565,1.4856769
11.71409,1.4967868
11.651837,1.4663541
11.643677,1.4709952
11.612783,1.448524
11.5758505,1.43037
11.565731,1.4300058
11.547737,1.416374
11.521864,1.4050014
11.490928,1.3905579
11.456782,1.3784808
11.459016,1.3771203
11.417391,1.351717
11.420064,1.3689854
11.386544,1.3559453
11.3510065,1.3534174
11.3197365,1.3434693
11.300771,1.3359618
11.27369,1.3206689
11.240973,1.3123565
11.1976795,1.2996078
11.150016,1.3301635
11.142768,1.2843647
11.102945,1.2692019
11.086693,1.2618817
11.082553,1.2667722
11.010204,1.2279419
11.021066,1.2321838
10.946029,1.1911482
10.918596,1.17849
10.882779,1.1666981
10.798616,1.125859
10.823459,1.1380099
10.748219,1.1061354
10.71088,1.0805008
10.723077,1.0901899
10.7067175,1.0862902
10.648771,1.057619
10.642014,1.054984
10.636106,1.0510218
10.6098175,1.0400239
10.611932,1.0386415
10.5783615,1.0127012
10.528379,0.9982875
10.490673,0.9706665
10.469612,0.95999587
10.4486,0.9726598
10.424252,0.9287883
10.4319515,0.9338608
10.380218,0.8981795
10.368357,0.88482124
10.364865,0.88926184
10.334444,0.8705398
10.296998,0.8428032
10.260815,0.8066537
10.262691,0.81610745
10.252335,0.8042911
10.246774,0.8062963
10.219649,0.7752329
10.22947,0.77491367
10.216642,0.7528072
10.213149,0.74813884
10.210602,0.746202
10.207242,0.7275497
10.203494,0.70937353
10.196298,0.6890456
10.197203,0.6783572
10.19522,0.67327857
10.197195,0.6776419
10.200384,0.65469396
10.201055,0.6447416
10.206033,0.6307641
10.197583,0.62323767
10.218009,0.62147725
10.216765,0.6212667
10.232398,0.61143214
10.2365265,0.61300427
10.248982,0.61199886
10.264776,0.6091467
10.2890005,0.6112282
10.292911,0.5947653
10.3112,0.5860062
10.335023,0.58119863
10.344117,0.57940316
10.365265,0.58058363
10.383223,0.57952094
10.400922,0.5780324
10.438195,0.57948136
10.469711,0.58019793
10.50493,0.5807643
10.500703,0.580876
10.556609,0.5669064
10.570799,0.57236576
10.621495,0.5826696
10.648556,0.5810073
10.689004,0.58666384
10.696191,0.58503574
10.747364,0.59088856
10.832956,0.616059
10.827066,0.6020296
10.891218,0.6279666
10.903974,0.618504
10.987433,0.6132608
10.991565,0.61587226
11.01049,0.6180197
11.066669,0.61955625
11.153087,0.6222072
11.177751,0.6300043
11.226229,0.6365373
11.271628,0.6408235
11.308424,0.62418836
11.357462,0.65605533
11.406346,0.6635532
11.434806,0.6549324
11.5026455,0.68485576
11.511597,0.6844393
11.579101,0.69444704
11.612423,0.70046633
11.662732,0.7118499
11.716612,0.7142758
11.751557,0.7293073
11.862675,0.7525867
11.905121,0.7752692
11.978533,0.7761252
12.005835,0.780663
12.063326,0.7895754
12.138652,0.80506533
12.155315,0.81314385
12.265991,0.8243075
12.262829,0.8345096
12.286331,0.8416315
12.355506,0.8533052
12.433119,0.8574485
12.448211,0.87921536
12.56673,0.91375446
12.585475,0.9188502
12.668247,0.94535816
12.678837,0.9479352
12.732267,0.9581576
12.788862,0.98472077
12.877644,1.0026833
12.984247,1.0305163
13.033527,1.0447838
13.065959,1.0529858
13.117486,1.0690559
13.198309,1.0828367
13.305066,1.1232781
13.332911,1.1314045
13.390111,1.1542424
13.444374,1.1620573
13.50147,1.1814419
13.498749,1.1832734
13.598791,1.2051336
13.638142,1.2115799
13.681381,1.2258369
13.708691,1.2061179
13.78693,1.2434103
13.793401,1.2359391
13.835761,1.2508674
13.871324,1.2604315
13.908745,1.2632616
13.976973,1.28038
13.969542,1.2777628
14.048243,1.2939794
14.087613,1.2981232
14.113514,1.3062853
14.132386,1.3076388
14.170484,1.3124572
14.218234,1.3163223
14.276654,1.3242253
14.331987,1.3319929
14.328912,1.3249347
14.3720045,1.3344159
14.406306,1.3357246
14.423375,1.3279904
14.476694,1.3445226
14.460261,1.3395847
14.538815,1.3437666
14.540569,1.3482727
14.575937,1.3545576
14.591157,1.3628584
14.601337,1.3600221
14.620629,1.3612379
14.622905,1.3848774
14.667045,1.3594053
14.686838,1.3570832
14.697692,1.3548764
14.711602,1.3501502
14.733119,1.3424717
14.753028,1.3320616
14.792648,1.3083382
14.788605,1.3140621
14.792782,1.3135759
14.807177,1.3017292
14.810059,1.2990239
14.817402,1.2954882
14.831547,1.2771089
14.861247,1.2619433
14.859327,1.2452345
14.855894,1.2360861
14.858356,1.227102
14.886902,1.2253431
14.857514,1.2132833
14.874617,1.1824392
14.8343525,1.2114238
14.82081,1.1952057
14.823087,1.1970061
14.79729,1.1904436
14.7933855,1.1816633
14.758974,1.1872555
14.757509,1.1671616
14.73575,1.1607469
14.728432,1.1564091
14.7188835,1.1596445
14.701727,1.1508787
14.681069,1.1462493
14.663049,1.1398748
14.636958,1.1336318
14.616303,1.1310968
14.598959,1.1311619
14.54422,1.1207939
14.541041,1.1171211
14.499006,1.1142874
14.463313,1.1168157
14.404825,1.1103138
14.374851,1.1116184
14.3583555,1.1068164
14.282849,1.1034197
14.2553215,1.101747
14.214069,1.098796
14.155764,1.0949025
14.104294,1.0898951
14.064479,1.0909091
14.020863,1.0881478
13.985979,1.0870728
13.944517,1.0839111
13.914534,1.0822734
13.861316,1.0798467
13.802953,1.0765167
13.741283,1.0757688
13.714989,1.0734819
13.667237,1.0803078
13.586192,1.0677761
13.592777,1.0618602
13.527202,1.0681013
13.481425,1.0596449
13.41464,1.0603667
13.322739,1.0550922
13.303533,1.0518887
13.234127,1.0527054
13.21404,1.0517765
13.159421,1.0490501
13.126359,1.0419128
13.041796,1.0464758
13.021662,1.0624576
12.904162,1.0504646
12.789931,1.0654459
12.801634,1.0386966
12.678139,1.0465935
12.6374,1.0495491
12.548344,1.0459434
12.483325,1.038142
12.393582,1.0417109
12.338985,1.0512586
12.278861,1.0486407
12.182378,1.0608451
12.088857,1.0697137
12.079309,1.0672238
12.012934,1.0730518
11.955552,1.0753912
11.883259,1.0819889
11.86027,1.0661511
11.759916,1.0941972
11.643184,1.0841556
11.6334305,1.081668
11.588333,1.0897377
11.420002,1.1077553
11.296841,1.0875745
11.280399,1.1290268
11.203585,1.1163893
11.211563,1.1190284
11.034084,1.120846
10.960721,1.1205927
10.884175,1.1322929
10.859045,1.1257386
10.817975,1.1270299
10.704101,1.1441365
10.646471,1.1365609
10.622969,1.1364515
10.5531845,1.1423185
10.507169,1.1424831
10.453952,1.1457108
10.396207,1.1474619
10.355614,1.1463374
10.345135,1.1463048
10.252794,1.1496136
10.162506,1.1473885
10.121502,1.1542276
10.083232,1.1510693
10.037443,1.146656
10.037616,1.1536736
9.955994,1.147577
9.93789,1.1526178
9.865644,1.1527588
9.833752,1.1549315
9.801252,1.15032
9.741679,1.1488829
9.733919,1.1470242
9.719677,1.1463593
9.64687,1.1488448
9.663532,1.1453451
9.5985155,1.146351
9.591973,1.1446226
9.525881,1.1439896
9.487501,1.1445937
9.461827,1.1460148
9.421411,1.148951
9.407429,1.1453011
9.365464,1.1368661
9.295684,1.1266184
9.274809,1.1236387
9.207758,1.1068884
9.228308,1.1207967
9.174326,1.1115725
9.147728,1.1068925
9.100599,1.1043075
9.072402,1.1053162
9.06658,1.0940547
9.019693,1.1008438
8.982441,1.0935016
8.987522,1.0933216
8.974666,1.1018548
8.917913,1.0935689
8.88482,1.0942171
8.85672,1.0934504
8.828264,1.0928314
8.782862,1.0965047
8.787333,1.0956838
8.771511,1.097529
8.769636,1.0973464
8.730196,1.1014508
8.634573,1.1120473
8.623393,1.1160429
8.606703,1.1191987
8.581058,1.1235554
8.560104,1.1265641
8.52109,1.1335993
8.503397,1.1380014
8.47364,1.1420735
8.4573,1.1448935
8.408575,1.1595116
8.382483,1.1644354
8.373488,1.164149
8.340132,1.175105
8.327837,1.1794001
8.296264,1.1828728
8.229748,1.2016854
8.24039,1.196187
8.163474,1.2190908
8.157927,1.2158997
8.148451,1.1944052
8.086085,1.2383347
8.054701,1.2489376
7.976533,1.2713814
8.001627,1.2698495
7.980833,1.2703755
7.9624023,1.276321
7.9189363,1.2868795
7.9260497,1.2861629
7.8913903,1.2912531
7.849433,1.3072921
7.827688,1.3112829
7.773087,1.3248967
7.7736917,1.324233
7.7053566,1.3481117
7.690726,1.3485138
7.6667676,1.3572706
7.5885334,1.376785
7.587114,1.3809398
7.5312905,1.3933063
7.478547,1.4096379
7.4625826,1.4022853
7.423044,1.39766
7.4304156,1.4042346
7.395649,1.4128606
7.353175,1.4145821
7.3140316,1.4225831
7.2803755,1.4228741
7.2862587,1.4201571
7.2279506,1.4238386
7.211277,1.4174854
7.1528063,1.4270763
7.1356616,1.4318104
7.1198797,1.4310011
7.0870075,1.421137
7.068901,1.4246176
7.022314,1.41175
7.022109,1.4133264
6.98322,1.4070705
6.9149423,1.3908305
6.906342,1.3891522
6.859906,1.3827533
6.843533,1.3786582
6.8290496,1.3977323
6.7693324,1.365328
6.7743874,1.3674881
6.731329,1.3607401
6.6993723,1.354922
6.66297,1.3437049
6.648952,1.341778
6.6133437,1.3387676
6.5558095,1.3254864
6.567,1.3295588
6.5395555,1.3239566
6.4895906,1.3084354
6.42734,1.2943251
6.3923807,1.2848366
6.3622956,1.2816743
6.359703,1.2721354
6.326557,1.2629033
6.2985373,1.2563987
6.279274,1.2497574
6.249256,1.2373316
6.2485447,1.2414894
6.1946206,1.2229747
6.2139726,1.2296069
6.1072183,1.1989692
6.1455364,1.2105337
6.099917,1.2017576
6.104996,1.2036945
6.0241947,1.1842589
6.028033,1.1905984
6.025104,1.198767
6.0131607,1.1981131
6.005385,1.1923822
5.9477234,1.20803
5.962756,1.1859639
5.9240785,1.1783946
5.917773,1.1769006
5.895042,1.176086
5.8791714,1.1752107
5.8506265,1.1583943
5.8391533,1.1729816
5.8399196,1.171689
5.806483,1.1697589
5.788802,1.1717713
5.7705083,1.174661
5.7684493,1.1736461
5.7572107,1.1764978
5.7085915,1.1903335
5.7109365,1.1891452
5.692133,1.1967758
5.6697845,1.2049017
5.643846,1.2188405
5.642185,1.2203392
5.621075,1.2318395
5.601424,1.2409387
5.5967703,1.2464416
5.586739,1.2534369
5.585774,1.2534194
5.5753274,1.2632873
5.5571885,1.2789353
5.549561,1.2920258
5.546148,1.2935549
5.5380244,1.2981151
5.527138,1.3044716
5.5304575,1.3272967
5.5194917,1.3294019
5.5197334,1.3385513
5.528906,1.3510424
5.528985,1.3638239
5.533285,1.374563
5.5386615,1.3878757
5.5466986,1.4016325
5.5470505,1.4144256
5.5551805,1.4159732
5.573285,1.4373696
5.573522,1.4382379
5.5912104,1.4577092
5.6067953,1.4730219
5.6170626,1.4824378
5.6264634,1.4895389
5.6580715,1.5102422
5.667054,1.5176097
5.6890664,1.5309724
5.72708,1.5520262
5.744084,1.5624968
5.743358,1.5611194
5.776349,1.5791155
5.8013043,1.5915607
5.8129005,1.5935094
5.835327,1.5992683
5.8500767,1.6034944
5.875085,1.6146604
5.9026256,1.6102477
5.94177,1.6187818
5.9529634,1.6191382
6.0163875,1.632928
6.022003,1.6298686
6.0588827,1.636679
6.080174,1.6402034
6.1249228,1.6441721
6.137923,1.6466973
6.159972,1.6479061
6.189568,1.6513449
6.241066,1.6554873
6.2568636,1.6559551
6.2919307,1.6576375
6.369811,1.6612062
6.4232388,1.6630417
6.427277,1.6639091
6.466136,1.6646199
6.552302,1.6696831
6.6025715,1.6655569
6.6238027,1.6737151
6.660877,1.6579142
6.719351,1.6514577
6.745461,1.6533337
6.7938147,1.6494955
6.8083506,1.648997
6.8560185,1.6468279
6.916536,1.6423026
6.979585,1.6446209
7.0157056,1.6410624
7.036142,1.6410044
7.090463,1.6405219
7.1656275,1.6283978
7.204134,1.6244102
7.2802835,1.6184775
7.339737,1.6134421
7.398701,1.6085298
7.4322186,1.6088682
7.4614143,1.6066304
7.5191674,1.6065905
7.589975,1.609654
7.6738005,1.604273
7.735547,1.6048055
7.7973003,1.6079282
7.909065,1.5990336
7.9779086,1.6234195
8.036805,1.6030371
8.07192,1.5934833
8.094015,1.5786049
8.213957,1.5764774
8.326149,1.5804012
8.397045,1.5767721
8.510687,1.5936561
8.592571,1.5760921
8.648454,1.5802503
8.707006,1.5742737
8.866921,1.5806707
9.016254,1.581428
9.031858,1.581547
9.093714,1.5840942
9.165123,1.587562
9.284801,1.596078
9.402531,1.608041
9.547405,1.6210566
9.576318,1.6230102
9.705722,1.6158783
9.7731085,1.6419504
9.87954,1.657708
9.96677,1.6694329
10.057665,1.6891205
10.085785,1.6694969
10.238422,1.6788683
10.386163,1.6881566
10.428258,1.6844211
10.512542,1.6964084
10.667844,1.7041756
10.696971,1.7143075
10.775913,1.721282
10.791482,1.7250063
10.8897915,1.7367306
11.054929,1.7459357
11.15732,1.7566895
11.190322,1.7622459
11.311805,1.7750419
11.378165,1.7490339
11.414554,1.7799842
11.50272,1.7912744
11.858282,1.8151811
11.874189,1.8230441
12.035687,1.8374997
12.040459,1.8412048
12.0714855,1.8397473
12.246468,1.8645861
12.275593,1.896849
12.520276,1.9035597
12.505955,1.9013472
12.609268,1.9181515
12.692771,1.9335748
12.736897,1.939004
12.773881,1.9421175
12.950697,1.9816388
13.0552435,1.9988755
13.0920315,2.0078769
13.146827,2.019452
13.20285,2.0323377
13.379811,2.0677075
13.421096,2.0761588
13.455355,2.0819387
13.569533,2.109308
13.5893135,2.10643
13.688986,2.130098
13.747158,2.1483307
13.776393,2.1485846
13.859912,2.177145
13.908823,2.1962643
13.997042,2.217256
14.061275,2.2340133
14.048238,2.2286947
14.144523,2.254606
14.143667,2.257062
14.204518,2.271581
14.255481,2.283514
14.292772,2.2925804
14.343589,2.308698
14.402601,2.3227806
14.400081,2.3233123
14.478114,2.339741
14.51848,2.34534
14.55362,2.354197
14.661822,2.383541
14.701041,2.3925266
14.755253,2.4104288
14.820371,2.4245353
14.84441,2.430034
14.866268,2.4381726
14.930329,2.4613185
14.979161,2.4792058
15.009388,2.487906
15.0357,2.4976425
15.066427,2.5112858
15.097388,2.5227702
15.154199,2.5507386
15.164576,2.555657
15.20674,2.5777488
15.241171,2.5985742
15.246793,2.602237
15.247217,2.6068158
15.271245,2.6256478
15.304758,2.6507912
15.318863,2.6049564
15.307806,2.6640506
15.31609,2.6728325
15.330707,2.6806448
15.326667,2.6928732
15.342628,2.7043703
15.348314,2.7118113
15.35427,2.7237544
15.361854,2.7380817
15.370182,2.7496755
15.365778,2.751614
15.3704405,2.7759342
15.370494,2.7826087
15.368851,2.7996504
15.371697,2.8090749
15.363372,2.8181262
15.356113,2.8204587
15.351989,2.8243637
15.336663,2.8363843
15.336391,2.8507564
15.321966,2.857851
15.314567,2.8592381
15.316621,2.8590827
15.306907,2.8632116
15.284338,2.8658745
15.283095,2.8634174
15.252167,2.8688693
15.2479,2.8715987
15.230287,2.872075
15.198767,2.8926892
15.214405,2.8701138
15.186106,2.8731449
15.178015,2.8662353
15.153795,2.863941
15.138859,2.8584254
15.129973,2.8538628
15.092749,2.8631659
15.089294,2.850849
15.036373,2.8622549
15.03756,2.863418
15.0197935,2.865359
14.996397,2.8594358
14.968751,2.8526866
14.939443,2.851454
14.906468,2.8469229
14.8980665,2.8448584
14.884956,2.8395975
14.8761425,2.8357308
14.852203,2.8313243
14.857959,2.8316894
14.819576,2.8199446
14.788902,2.8203478
14.750648,2.8072276
14.695793,2.794456
14.65032,2.7827845
14.644036,2.7703292
14.612337,2.7749257
14.574837,2.7689178
14.548458,2.7500315
14.479159,2.7287462
14.430448,2.7115176
14.427054,2.707196
14.383079,2.695406
14.365138,2.6874409
14.334716,2.6759307
14.275621,2.6518734
14.254234,2.6416795
14.193497,2.6133811
14.188443,2.6172707
14.16528,2.6072862
14.114269,2.5919774
14.057429,2.5655808
13.992759,2.5389597
14.046205,2.563229
13.957938,2.5283823
13.938443,2.5429032
13.914358,2.5153234
13.897271,2.506175
13.826235,2.482732
13.82535,2.4801624
13.790963,2.4672837
13.734653,2.4384592
13.683132,2.4308865
13.653244,2.4229321
13.613405,2.4107335
13.56843,2.401627
13.537007,2.3908186
13.5370245,2.3897004
13.505777,2.3793912
13.460201,2.373311
13.41494,2.3549097
13.400825,2.3570483
13.370423,2.3433356
13.347426,2.3371973
13.285715,2.3130581
13.263621,2.3135703
13.231027,2.3069758
13.181148,2.2909272
13.176209,2.2883348
13.142362,2.2805772
13.064563,2.2646213
13.078905,2.2714422
13.019551,2.2435927
12.972764,2.2261615
12.978501,2.238112
12.914285,2.2238317
12.886678,2.2182364
12.8465185,2.2136223
12.831193,2.2118976
12.796513,2.2010071
12.745082,2.193893
12.732751,2.1984088
12.727281,2.202402
12.643181,2.1775966
12.6323,2.1796098
12.57614,2.1738482
12.58412,2.1793203
12.530807,2.1666052
12.459098,2.157943
12.410901,2.1537378
12.379973,2.147689
12.300529,2.1373997
12.242971,2.1314225
12.216816,2.1261578
12.1824665,2.1217792
12.113789,2.1144319
12.06437,2.0708468
12.073057,2.105652
12.013514,2.09606
11.97284,2.1073887
11.912034,2.1017077
11.89818,2.100703
11.831487,2.099036
11.802319,2.0974538
11.778695,2.1009982
11.757815,2.0984817
11.698377,2.0885096
11.652404,2.0971315
11.5858135,2.0942397
11.549364,2.0949633
11.486322,2.099302
11.42573,2.1074812
11.425243,2.1031544
11.347931,2.1106
11.340076,2.1098773
11.287629,2.116681
11.270324,2.1215112
11.239318,2.1258845
11.197274,2.1242094
11.120169,2.128364
11.069841,2.136086
11.044273,2.1313248
11.034373,2.134532
10.978683,2.12961
10.963292,2.1343374
10.869155,2.1387813
10.800078,2.1678069
10.807983,2.1373756
10.713855,2.1379676
10.704682,2.1376438
10.653644,2.1370008
10.630308,2.1363606
10.609024,2.1368625
10.509963,2.161279
10.480101,2.1266973
10.415425,2.1190474
10.357289,2.1094568
10.362411,2.111986
10.30251,2.1066563
10.279778,2.101904
10.272839,2.1028779
10.19215,2.0916853
10.171104,2.0957644
10.103065,2.0882046
10.066532,2.089711
10.023298,2.0912466
10.006743,2.0897176
9.980302,2.0868104
9.944757,2.0907972
9.926448,2.0782135
9.848731,2.072868
9.816864,2.0685878
9.803198,2.066513
9.772311,2.0621104
9.743563,2.053013
9.700887,2.0465672
9.663199,2.0321405
9.615709,2.0291824
9.593643,2.022838
9.568598,2.0317552
9.545729,2.0117362
9.48318,1.9871969
9.439897,1.9736373
9.4140005,1.9639925
9.386569,1.9583038
9.331697,1.9428279
9.287059,1.926274
9.282364,1.9242837
9.251325,1.9162775
9.2431345,1.9139371
9.214933,1.9034816
9.162617,1.8893054
9.168446,1.8882215
9.129478,1.8740005
9.116728,1.8587574
9.065459,1.8502399
9.057427,1.8436487
9.0157585,1.8241181
8.974511,1.8146646
8.907754,1.7857486
8.883713,1.7717282
8.867392,1.7720238
8.813689,1.7545801
8.795127,1.7439927
8.759663,1.7320523
8.731362,1.7181224
8.706711,1.7103063
8.691476,1.7029191
8.64395,1.681327
8.623531,1.6737294
8.608838,1.6669779
8.561332,1.6442628
8.512767,1.6339504
8.482477,1.6070546
8.462715,1.5988598
8.451517,1.5906268
8.408049,1.5707843
8.368343,1.5467383
8.325803,1.5284256
8.262603,1.4867066
8.164015,1.4491442
8.1265335,1.4364587
8.116385,1.4197304
8.096393,1.416149
8.073708,1.4013301
8.063555,1.3946323
7.977725,1.3490674
7.9665356,1.3345937
7.928709,1.3140695
7.9127817,1.3162309
7.858983,1.2854284
7.8320103,1.2727722
7.8411007,1.2652873
7.7915835,1.2538252
7.7309675,1.2292073
7.6975536,1.2173958
7.6641,1.2048583
7.6389804,1.1975317
7.6057334,1.1818029
7.584161,1.1767284
7.530853,1.1546291
7.5127,1.1478184
7.487703,1.1395293
7.4453506,1.1226104
7.395055,1.0990095
7.4029393,1.1092846
7.3104253,1.0641663
7.2513623,1.056991
7.2239914,1.0568805
7.1928525,1.0410037
7.16768,1.0390513
7.1188083,1.0248452
7.087835,1.018066
7.0447564,1.0074625
6.9634624,0.98516434
6.9070253,0.97640216
6.8270802,0.942317
6.7844005,0.93189037
6.713175,0.9204726
6.6868825,0.90639746
6.612102,0.88301957
6.589843,0.87870884
6.5566716,0.86359555
6.5091586,0.83852357
6.4992986,0.81676394
6.4011846,0.8007583
6.3929753,0.7905947
6.344605,0.78377414
6.3213425,0.77375376
6.233764,0.7516801
6.1936355,0.7401443
6.1728463,0.7359091
6.1105757,0.71848315
6.088453,0.7138613
6.059824,0.70642096
6.026563,0.6982212
5.9884667,0.68914324
5.932774,0.6847541
5.93891,0.6759006
5.9081354,0.6746475
5.875781,0.66454816
5.8439593,0.6572157
5.8087606,0.6479792
5.772887,0.6428625
5.7596536,0.6386305
5.6933656,0.6190129
5.6689014,0.6256815
5.638076,0.6189763
5.6092415,0.61609554
5.574264,0.6119463
5.5461407,0.6100639
5.526311,0.60628366
5.5159245,0.6047317
5.4816866,0.6066505
5.445475,0.60414165
5.4117684,0.60223126
5.401413,0.6024126
5.382164,0.6028895
5.366031,0.60456336
5.3535333,0.6044842
5.3206005,0.61167985
5.31121,0.61048174
5.264177,0.6218127
5.256305,0.6205111
5.214649,0.62996966
5.2088213,0.6302356
5.167757,0.6413869
5.14269,0.64754385
5.0991173,0.6585632
5.096328,0.66195357
5.0713797,0.67047983
5.0491166,0.6803468
5.0342593,0.68172336
5.0066442,0.69785994
5.004328,0.69922924
4.9605308,0.7218894
4.9284945,0.7411204
4.92748,0.74023354
4.8949423,0.76109093
4.8797665,0.7717887
4.8641987,0.78279036
4.834317,0.80347335
4.830542,0.8061698
4.8057127,0.8261795
4.7811165,0.8487911
4.768782,0.86008364
4.760784,0.86888903
4.73817,0.8923399
4.7198267,0.9125961
4.6975317,0.93595475
4.691988,0.9428215
4.6712904,0.970157
4.659005,0.9861708
4.655339,0.9933087
4.645158,1.0098819
4.637097,1.0297328
4.6402607,1.022187
4.6309524,1.0423225
4.6152797,1.0670942
4.6077557,1.0803125
4.5809216,1.1277397
4.545343,1.1891536
4.558033,1.1791292
4.5461574,1.1993611
4.548662,1.1974789
4.5369234,1.2443961
4.5339966,1.2468126
4.5296855,1.260474
4.523067,1.2825425
4.5153584,1.3182348
4.5122986,1.3077811
4.507186,1.3539637
4.506491,1.3632197
4.500109,1.4076549
4.496606,1.4346344
4.4950967,1.4589638
4.490684,1.4875686
4.4944572,1.5248725
4.493788,1.5374101
4.492919,1.5575626
4.4962354,1.6055033
4.49623,1.6162999
4.498931,1.6588764
4.5003133,1.6661963
4.504357,1.7025306
4.5032988,1.697331
4.505367,1.7395316
4.508974,1.7587128
4.5160837,1.7939146
4.515797,1.8008564
4.522573,1.8412155
4.5241194,1.848707
4.5251665,1.8628181
